"Etoshine MR"
"Sos Migraine Relief"
"Pacitane 2mg"
"Clonazepam 0.25mg"
"Clonazepam 0.5mg"
"Prochlorperazine 5mg"
"Prochlorperazine 10mg"
"PCM Caffeine combination tablet"
"Caffox Tablet"
"Migraine Strong Tablet"
"Migrabeta 40"
"Migrabeta 20"
"Flunarin Tablet"
"Vertistar 16"
"Vertistar 24"
"Vertipride"
"Vertipress Plus"
"Stemetil Injection"
"Ondansetron Injection (Migraine)"
"Naxdom 250"
"Etoshine P"
"Brufen 400"
"Saridon Advance"
"Headache Relief Balm (generic)"
"Amrutanjan Head Balm"
"Zandu Balm"
"Moov Headache Roll-on"
"Volini Roll-on (muscle tension headache)"
"Anacin Tablet"
"Metoclopramide 10mg (Migraine nausea)"
"Domperidone 30mg SR (Migraine)"
"Vertigo Nil Tablet"
"Meclizine 25mg"
"Meclizine 12.5mg"
"Betaserc 16mg"
"Betaserc 24mg"
"Ondem 8mg"
"Paracetamol Caffeine Aspirin combo"
"Paracetamol Caffeine Ibuprofen combo"
"Aspirin 75mg (migraine prophylaxis use)"
"Flunarizine Propranolol combination"
"Nortriptyline 10mg"
"Gabapentin Nortriptyline combination"
"Propranolol 10mg (migraine prophylaxis)"
"Grillinctus BM Syrup"
"Grillinctus Syrup"
"Benadryl Cough Syrup"
"Ascoril LS Syrup"
"Ascoril D Plus Syrup"
"Alex Cough Syrup"
"Alex Junior Syrup"
"Corex DX Syrup"
"TusQ DX Syrup"
"Zedex Cough Syrup"
"Ambrodil Syrup"
"Mucosolvan Syrup"
"Levolin Syrup"
"Montair LC Tablet"
"Montelukast LC Tablet"
"LCZ Monti"
"Levocetirizine 5mg"
"Cetirizine 10mg"
"Cetzine Tablet"
"Solvin Cold Tablet"
"Sinarest Tablet"
"D Cold Total Tablet"
"Coldin Tablet"
"Okacet Cold Tablet"
"Okacet 10mg"
"Azithromycin 500mg"
"Azithral 500"
"Azithromycin 250mg"
"Clavam 625"
"Amoxicillin 500mg"
"Augmentin 625"
"Montair FX"
"Fexofenadine 120mg"
"Fexofenadine 180mg"
"Montek LC Kid"
"Relent Tablet"
"Relent Plus Syrup"
"Ambroxol 30mg Tablet"
"Bromhexine 8mg Tablet"
"Astymin C Drops (cold support)"
"Asthalin Inhaler"
"Asthalin Respules"
"Seretide Inhaler"
"Foracort 200 Inhaler"
"Foracort 400 Inhaler"
"Budecort 200 Inhaler"
"Budecort Respules"
"Levolin Inhaler"
"Duolin Inhaler"
"Duolin Respules"
"Deriphyllin Retard 150"
"Deriphyllin Retard 300"
"Doxofylline 400mg"
"Meftal Cold Tablet"
"Nebeliv Nasal Spray"
"Flomist Nasal Spray"
"Nasivion Adult Nasal Drops"
"Nasivion Pediatric Drops"
"Otrivin Nasal Spray"
"Sinarest AF Drops"
"Wikoryl Drops"
"Wikoryl Tablet"
"Brozeet LS Syrup"
"Brozeet Syrup"
"Zifi AZ (Respiratory infection)"
"Clavam Dry Syrup"
"Alex Junior Drops"
"Ambrodil Plus Syrup"
"Grilinctus Paediatric Syrup"
"Respira Cough Syrup"
"Koflet Syrup"
"Koflet H Lozenges"
"Strepsils Lozenges"
"Halls Lozenges"
"Vicks Cough Drops"
"Vicks Vaporub"
"Karvol Plus Inhalant Capsule"
"Levolin 1mg Syrup"
"Levosalbutamol 1mg"
"Coughex Syrup"
"Planokuf Syrup"
"Solvin Plus Syrup"
"Alerid 10mg"
"Alerid Cold"
"Telekast L"
"Telekast F"
"Montemac LC"
"Levocetirizine 2.5mg (Kid)"
"Asthalin Tablet"
"Sinarest Syrup"
"Paracetamol 650mg (viral fever)"
"D-Cold Total Syrup"
"Ventorlin Inhaler"
"Salbutamol Syrup"
"Respule Asthalin 2.5mg"
"Deriphyllin Injection"
"Cromolyn Sodium Nasal Spray"
"Roxid 150 (throat infection)"
"Roxid 300"
"Gramocef CV 200"
"Diclofenac 50mg"
"Voveran 50mg"
"Voveran SR 75"
"Aceclofenac 100mg"
"Aceclofenac Paracetamol"
"Aceclofenac Paracetamol Serratiopeptidase"
"Zerodol P"
"Zerodol SP"
"Ibuprofen 400mg"
"Ibuprofen 200mg"
"Combiflam Tablet"
"Combiflam Plus"
"Etoshine 60"
"Etoshine 90"
"Etodolac 300mg"
"Etodolac Paracetamol"
"Naproxen 250mg"
"Naproxen 500mg"
"Nise Tablet (Nimesulide)"
"Nimulid Tablet"
"Meftal Forte"
"Meftal P"
"Meftal Spas (cramp pain)"
"Dolonex DT"
"Piroxicam 20mg"
"Acemiz Plus"
"Diclomol Tablet"
"Movexx Plus"
"PCM 650 (musculoskeletal pain)"
"Tramadol 50mg"
"Ultracet (Tramadol Paracetamol)"
"Tapal 50mg"
"Paxtal MR"
"Flexon MR"
"Sirdalud 2mg"
"Tizanidine 2mg"
"Muscle Relaxant MR tablet (generic)"
"Soma Dol 350"
"Nucoxia 60"
"Nucoxia 90"
"Nucoxia MR"
"Voveran Emulgel"
"Volini Gel"
"Moov Pain Relief Cream"
"Moov Spray"
"Omnigel"
"Relispray"
"Fast Relief Ointment"
"Dynapar Gel"
"Diclowin Plus Gel"
"Biofreeze Gel (generic)"
"Neurobion Forte"
"Neurobion Injection"
"Mecosule Plus"
"Methylcobalamin 1500mcg"
"Shellcal 500"
"Shellcal HD"
"Calcirol Sachet 60000 IU"
"D Rise 60K"
"Bon K2 7"
"Calcimax 500"
"Calcimax Forte"
"Supracal 500"
"Osteocalcium"
"Rejoint Tablet"
"Cartigen 500"
"Glucosamine 500mg"
"Chondroitin Sulfate Glucosamine"
"CCM Tablet"
"Evion 400"
"Evion 600"
"Celin 500"
"Shelcal CT"
"Gemcal Capsule"
"Depura 60K"
"Thiamine 100mg"
"Benadon 40mg"
"Neurokind Plus"
"Maxgalin 75"
"Maxgalin M"
"Lyrica 75"
"Pregalin 75"
"Gabapin NT"
"Gabapin 300"
"Etoshine TH"
"Mydocalm 150"
"Tolperisone 150mg"
"Chymoral Forte"
"Trypsin Chymotrypsin Tablet"
"Etody 60"
"Etody 90"
"Voveran TH"
"Diclomax SR"
"Prolomet AM (BP but used in ortho co-morbids)"
"Shelcal HD K"
"Gemcal Plus"
"Depura Kids Drops"
"Maxoza L Powder"
"Bio-D3 Max"
"Tendon Gel (generic topical)"
"Betnovate C Cream"
"Betnovate N Cream"
"Betamethasone Valerate Cream"
"Clotrimazole Cream"
"Clotrimazole Dusting Powder"
"Clotrimazole Beclomethasone Cream"
"Fucidin (Fusidic Acid Cream)"
"Fusidic Acid Ointment"
"Soframycin Skin Cream"
"Sofradex Skin Cream"
"Silverex Cream"
"Silver Sulfadiazine Cream"
"Calamine Lotion"
"Lacto Calamine Lotion"
"Clobetasol Propionate Cream"
"Clop G Cream"
"Panderm Plus Cream"
"Candiderma Plus Cream"
"Candid Cream"
"Candid Dusting Powder"
"Candid B Cream"
"Candiforce 100 Capsule"
"Fluconazole 150mg"
"Fluka 150 Tablet"
"Zocon 150 Capsule"
"Terbinafine 250mg"
"T Bact Ointment"
"Mupirocin Ointment"
"Nadifloxacin Cream"
"Epiduo Gel"
"Adapalene Gel 0.1%"
"Benzoyl Peroxide 2.5% Gel"
"Benzoyl Peroxide 5% Gel"
"Clindamycin Gel"
"Clindamycin Nicotinamide Gel"
"Acnelak CL"
"A Ret 0.05% Gel"
"A Ret 0.1% Gel"
"Tretinoin 0.025% Cream"
"Tretinoin 0.05% Cream"
"Melaglow Cream"
"Melalite Forte Cream"
"Kojic Acid Cream"
"Divaine Cream"
"Eumosone M Cream"
"Tenovate Cream"
"Betnovate Skin Ointment"
"Derobin Ointment"
"Salisia KT Shampoo"
"Selsun Suspension"
"Nizral 2% Shampoo"
"Ketoconazole 2% Shampoo"
"Sebamed Clear Face Foam"
"Cetaphil Moisturizing Cream"
"Physiogel Cream"
"Emolene Cream"
"Cetaphil DAM"
"Venusia Max Cream"
"Atogla Cream"
"Atarax 10mg (for itching)"
"Hydroxyzine 10mg"
"Levocetirizine 5mg (allergy)"
"Allegra 120mg"
"Sensoderm Lotion"
"LMX 4% (Lignocaine Cream)"
"Prilox Cream"
"Hexilak Gel"
"Contractubex Gel"
"Neosporin Skin Ointment"
"Povidone Iodine Ointment"
"Betadine Ointment"
"Clotrimazole Vaginal Tablet"
"Candifem Vaginal Cream"
"Daktarin Oral Gel"
"Metrogyl Gel (rosacea)"
"Permite 5% Cream"
"Scaboma Lotion"
"Quadriderm RF Cream"
"Neosporin H Cream"
"Calamine Aloe Lotion"
"Burnol Cream"
"Mederma Scar Gel"
"Sebifin 250 (terbinafine)"
"Onabet Cream"
"Onabet Powder"
"Himalaya Neem Face Wash"
"Clean And Clear Foaming Face Wash"
"Acne Star Gel"
"Clincitop Gel"
"Clinsol Gel"
"Erytop Gel"
"Clobeta GM Cream"
"Moisturex Cream"
"Oilatum Soap"
"Physiogel Lotion"
"Elovera Cream"
"Sunban Forte Sunscreen"
"Photoban 50 Sunscreen"
"Suncros Aqua Gel"
"La Shield Sunscreen Gel"
"Dolo 650mg"
"DOLO 500mg"
"Paracetamol 500mg"
"Paracetamol 650mg"
"Calpol 500"
"Calpol 650"
"Crocin Advance"
"Crocin DS Suspension"
"Metacin 500mg"
"Meftal P Syrup"
"Meftal P Tablet"
"Meftal Spas (fever with cramps)"
"Ibugesic Plus"
"Ibugesic 200"
"Ibugesic 400"
"Nimesulide 100mg Tablet"
"Nimulid 100"
"Flexon Tablet"
"Flexon MR Tablet"
"D Cold Total"
"Sinarest Tablet"
"Wikoryl Tablet"
"Zincovit Tablet"
"Zincovit Syrup"
"Limcee 500mg"
"Limcee Chewable Tablet"
"Becosules Capsule"
"Becosules Z Capsule"
"Revital H Capsule"
"Revital Woman"
"Supradyn Daily"
"Supradyn Active"
"Neurobion Forte Tablet"
"Evion 400 Capsule"
"Evion 600 Capsule"
"Celocal D3 60K"
"D Rise 60K Sachet"
"Cholecalciferol 60K Sachet"
"Orofer XT Tablet"
"Feronia XT"
"Shellcal 500 Tablet"
"Gemcal Capsule"
"Depura 60K"
"Health OK Tablet"
"Livogen Z Tablet"
"Livogen XT Tablet"
"Bevon Capsule"
"A to Z NS Tablet"
"Maxirich Capsule"
"Zincovit CL Tablet"
"Zinconia 20"
"Zinconia 50"
"Electral Powder"
"ORS Solution (generic)"
"Vitamin C Chewable Tablet"
"Vitamin B Complex Syrup"
"Vitamin E 400 Capsule"
"Folvite 5mg"
"Folvite MB"
"Folic Acid 5mg"
"Thyronorm 25mcg"
"Thyronorm 50mcg"
"Thyronorm 75mcg"
"Thyroxine 50mcg"
"Metformin 500mg"
"Metformin 1000mg"
"Glimy 1 Tablet"
"Glycomet 500 SR"
"Janumet 50/500"
"Telma 40 (BP)"
"Telma 20"
"Amlodipine 5mg"
"Amlodipine 10mg"
"Losar 50"
"Losar H"
"Reclimet Tablet"
"Glimestar 1"
"Atorvastatin 10mg"
"Atorvastatin 20mg"
"Rosuvastatin 10mg"
"Ecosprin 75"
"Ecosprin AV 75"
"Clopidogrel 75mg"
"Atocor 10"
"Storvas 10"
"Crestor 10"
"Met XL 25"
"Met XL 50"
"Prolomet XL 25"
"Prolomet XL 50"
"Omez 20 (fever acidity)"
"Rantac 150"
"Acidity Relief Gel generic"
"ORS with Zinc Sachet"
"PentaSure DM powder"
"Ensure Diabetes Care"
"Pediasure Powder"
"Horlicks Classic Malt"
"Complan Nutrition"
"Becosules Performance"
"Digene Tablet"
"Digene Syrup"
"Gelusil MPS Liquid"
"Gelusil MPS Tablet"
"Eno Fruit Salt"
"Pantocid 40mg"
"Pantocid DSR"
"Pan 40 Tablet"
"Pan D Capsule"
"Pantop 40mg"
"Pantop DSR"
"Pantodac 40mg"
"Omez 20mg"
"Omez D"
"Razo 20mg"
"Razo D"
"Rabekind 20mg"
"Rabekind DSR"
"Cyra D Capsule"
"Veloz D Capsule"
"Aciloc 150mg"
"Aciloc 300mg"
"Rantac 150mg"
"Zinetac 150mg"
"Emeset 4mg"
"Emeset 8mg"
"Emeset Syrup"
"Vomikind 4mg"
"Vomikind MD 4"
"Ondem 4mg"
"Ondem MD 4"
"Periset 4mg"
"Domstal 10mg"
"Domstal DT"
"Motinorm 10mg"
"Motinorm Drops"
"Ganaton 50mg"
"Itopride 50mg"
"Levosulpiride 25mg"
"Nexpro 40mg"
"Nexpro L"
"Esomac 40mg"
"Lopamide 2mg"
"Imodium Capsule"
"Roko Capsule"
"Eldoper Capsule"
"Andial 2mg"
"Lomotil Tablet"
"Norflox TZ"
"Metrogyl 400mg"
"Metrogyl 200mg"
"Flagyl 400mg"
"O2 Tablet"
"Oflox OZ"
"Zenflox OZ"
"Electral Powder"
"Reliance ORS"
"Walyte ORS"
"Prolyte ORS"
"Ciplox TZ"
"Tiniba 500mg"
"Entroflora Suspension"
"Econorm Sachet"
"Darolac Sachet"
"Sporlac DS"
"Vizylac Capsule"
"Nutrolin B Capsule"
"Dulcoflex 5mg"
"Dulcolax 5mg"
"Cremaffin Syrup"
"Cremaffin Plus"
"Duphalac Syrup"
"Looz Syrup"
"Evict Syrup"
"Pudin Hara Pearls"
"Pudin Hara Liquid"
"Hajmola Tablet"
"Gasex Tablet"
"Himalaya Gasex Syrup"
"Unienzyme Tablet"
"Aristozyme Syrup"
"Vitazyme Syrup"
"Zymnet Syrup"
"Neopeptine Syrup"
"Colimex Tablet"
"Colimex Drop"
"Cyclopam Tablet"
"Meftal Spas Tablet"
"Spasmo Proxyvon Plus"
"Baralgan NU"
"Buscopan 10mg"
"Drofin 80mg"
"Drotin M"
"Sucrafil Suspension"
"Sucrafil O Gel"
"Ulgel A Suspension"
"Mucaine Gel"
"Oxetacaine Gel"
"Librax Tablet"
"Normaxin Tablet"
"Saridon Tablet"
"Disprin Tablet"
"Vasograin Tablet"
"Migranil EC"
"Headset Tablet"
"Suminat 50mg"
"Rizact 10mg"
"Rizact 5mg"
"Napra D 250"
"Napra D 500"
"Naxdom 250"
"Naxdom 500"
"Domstal 10mg"
"Vertin 16mg"
"Vertin 8mg"
"Vertin 24mg"
"Betavert 16mg"
"Betavert 8mg"
"Betavert 24mg"
"Stugeron 25mg"
"Stugeron Forte"
"Vertigon 25mg"
"Cinarzee DM"
"Betahistine 16mg"
"Betacap TR 40"
"Betacap Plus 10"
"Ciplar 10mg"
"Ciplar LA 40"
"Inderal 10mg"
"Provanol 10mg"
"Divon Plus"
"Sibelium 10mg"
"Sibelium 5mg"
"Flunarin 10mg"
"Modalert 200mg"
"Waklert 150mg"
"Frisium 10mg"
"Lobazam 10mg"
"Alprax 0.25mg"
"Restyl 0.25mg"
"Etilaam 0.5mg"
"Petril 0.5mg"
"Nexito 10mg"
"Clonotril 0.5mg"
"Eptoin 100mg"
"Phenytoin 100mg"
"Valparin 200"
"Encorate 200"
"Tegretol 200"
"Mazetol 200"
"Gardenal 30"
"Gardenal 60"
"Levipil 500"
"Levipil 250"
"Keppra 500"
"Lamitor 100"
"Lametec 100"
"Topaz 50"
"Topamac 50"
"Pacitane 2mg"
"Syndopa Plus"
"Syndopa 110"
"Grillinctus Syrup"
"Grillinctus BM Syrup"
"Ascoril LS Syrup"
"Ascoril D Plus"
"Benadryl Cough Formula"
"Benadryl DR"
"Alex Syrup"
"Alex Junior Syrup"
"Corex DX Syrup"
"Tossex Syrup"
"Zedex Syrup"
"Zeet Expectorant"
"Asthalin Inhaler"
"Asthalin Respules"
"Asthalin Syrup"
"Levolin Inhaler"
"Levolin Respules"
"Levolin Syrup"
"Aerocort Inhaler"
"Foracort 200 Inhaler"
"Foracort 400 Rotacaps"
"Seroflo 250 Inhaler"
"Seroflo 125 Inhaler"
"Budecort 0.5mg Respules"
"Budecort 200 Inhaler"
"Duolin Inhaler"
"Duolin Respules"
"Deriphyllin Tablet"
"Deriphyllin Injection"
"Etofylline Theophylline"
"Montair 10mg"
"Montair LC"
"Montair LC Kid"
"Telekast L"
"Telekast F"
"Montek LC"
"Levocet M"
"Allegra 120mg"
"Allegra 180mg"
"Allegra M"
"Cetzine 10mg"
"Okacet Tablet"
"Avil 25mg"
"Avil 50mg"
"Citrizine 10mg"
"Levocetirizine 5mg"
"Cheston Cold Tablet"
"Maxtra Syrup"
"Maxtra P Drops"
"Sinarest Tablet"
"Sinarest Syrup"
"Wikoryl Tablet"
"Solvin Cold Tablet"
"D Cold Total"
"Vicks Action 500"
"Nasivion Nasal Drops"
"Otrivin Nasal Drops"
"Otrivin Pediatric"
"Karvol Plus Capsule"
"Honitus Syrup"
"Cofsils Lozenge"
"Strepsils Lozenge"
"Vicks Lozenge"
"Azithral 500mg"
"Azithral 250mg"
"Azee 500mg"
"Azee 200 Suspension"
"Augmentin 625 Duo"
"Augmentin DFS Syrup"
"Clavam 625mg"
"Moxikind CV 625"
"Taxim O 200"
"Cefixime 200mg"
"Zipod 200"
"Monocef O 200"
"Gudcef 200"
"Omnicef O 200"
"Volini Gel"
"Volini Spray"
"Moov Cream"
"Moov Spray"
"Iodex Balm"
"Iodex Ultragel"
"Zandu Balm"
"Amrutanjan Balm"
"Omnigel"
"Voveran Emulgel"
"Diclofenac Gel"
"Rumalaya Gel"
"Himalaya Rumalaya Liniment"
"Combiflam Gel"
"Fast Relief Ointment"
"Relispray"
"Combiflam Tablet"
"Ibuprofen 400mg"
"Flexon Tablet"
"Brufen 400mg"
"Combiflam Suspension"
"Naproxen 250mg"
"Naproxen 500mg"
"Anacin Tablet"
"Zerodol P"
"Zerodol SP"
"Signoflam Tablet"
"Hifenac P"
"Hifenac MR"
"Ultracet Tablet"
"Tramazac Capsule"
"Zerodol TH 4"
"Zerodol TH 8"
"Aceclofenac 100mg"
"Hifenac D"
"Voveran SR 100"
"Voveran 50mg"
"Diclofenac Sodium 50mg"
"Reactin 100 SR"
"Dynapar AQ Injection"
"Dynapar Tablet"
"Etoricoxib 90mg"
"Nucoxia 90mg"
"Nucoxia 120mg"
"Nucoxia MR"
"Etoshine 90mg"
"Arkamin 100"
"Shelcal 500"
"Shelcal HD"
"Shelcal XT"
"Gemcal Capsule"
"Cipcal 500"
"Calcium Sandoz"
"Ostocalcium Syrup"
"Calcimax 500"
"Reosto Tablet"
"Himalaya Hadjod"
"D3 Must 60K"
"Uprise D3 60K"
"Calcirol Sachet"
"Arachitol 6L Injection"
"Depura 60K"
"Lumia 60K"
"Evion 400mg"
"Evion 600mg"
"Evion LC"
"Neurobion Forte"
"Methycobal 500mcg"
"Nurokind Plus"
"Rejunex CD3"
"Optineuron Injection"
"Gabantin 300mg"
"Gabapin NT"
"Pregalin 75mg"
"Pregalin M"
"Lyrica 75mg"
"Maxgalin 75mg"
"Maxgalin M"
"Betnovate C Cream"
"Betnovate N Cream"
"Betnovate GM Cream"
"Tenovate Cream"
"Tenovate GN Cream"
"Clobetamil G Cream"
"Panderm Plus Cream"
"Fourderm Cream"
"Quadriderm RF Cream"
"Candid B Cream"
"Candid Cream"
"Clocip Cream"
"Surfza SN Cream"
"Lobate GM Cream"
"Momate Cream"
"Elocon Ointment"
"Flutivate Cream"
"Diprovate G Cream"
"T Bact Ointment"
"Bactroban Ointment"
"Mupirocin Ointment"
"Soframycin Skin Cream"
"Neosporin Ointment"
"Megalahill Gel"
"Silverex Ionic Gel"
"Burnol Cream"
"Healex Spray"
"Placentrex Gel"
"Contractubex Gel"
"Mederma Gel"
"Benzac AC 2.5 Gel"
"Benzac AC 5 Gel"
"Clindac A Gel"
"Adaferin Gel"
"Deriva CMS Gel"
"Persol AC 2.5"
"Acne UV Gel"
"Sebamed Clear Face Gel"
"Ahaglow Face Wash"
"Saslic DS Face Wash"
"Cetaphil Cleanser"
"Cetaphil Moisturizer"
"Venusia Max Cream"
"Elovera Cream"
"Nivea Soft Cream"
"Boroline Cream"
"Boroplus Cream"
"Vaseline Jelly"
"Calamine Lotion"
"Caladryl Lotion"
"Lactocalamine"
"Lulifin Cream"
"Lulican Cream"
"Luliconazole 1%"
"Lulifin Lotion"
"Canditral 100mg"
"Canditral 200mg"
"Itrasys 200mg"
"Itraconazole 200mg"
"Sporanox 100mg"
"Ketocip Shampoo"
"Nizoral Shampoo"
"Scalpe Plus Shampoo"
"Selsun Shampoo"
"Head & Shoulders"
"Candid Dusting Powder"
"Abzorb Powder"
"Nycil Powder"
"Clotrimazole Powder"
"Itch Guard Cream"
"Ring Guard Cream"
"B-Tex Ointment"
"Zalim Lotion"
"Kayakalp Vati"
"Dolo 650mg"
"Calpol 500mg"
"Calpol 650mg"
"Crocin Advance"
"Crocin 650"
"Crocin Pain Relief"
"Paracetamol 500mg"
"P 250 Syrup"
"Sumo L Syrup"
"Meftal P Suspension"
"T98 Syrup"
"Fepanil 650"
"Pyrigesic 650"
"Zincovit Tablet"
"Zincovit Syrup"
"Becosules Capsule"
"Becosules Z"
"Cobadex CZS"
"Supradyn Tablet"
"Revital H Capsule"
"Revital H Woman"
"A to Z Gold"
"A to Z NS Syrup"
"Limcee Tablet"
"Celin 500mg"
"Suckcee Tablet"
"Polybion Capsule"
"Polybion Syrup"
"Orofer XT"
"Dexorange Syrup"
"Dexorange Capsule"
"Livogen Tablet"
"Livogen Z"
"Autrin Capsule"
"Tonoferon Syrup"
"Rubyred Tablet"
"Sharkoferrol"
"Ciplox 500mg"
"Oflox 200mg"
"Mahacef 200mg"
"Taxim 1g Injection"
"Monocef 1g Injection"
"Amikacin 500mg"
"Gentamicin Injection"
"Sorbitrate 5mg"
"Sorbitrate 10mg"
"Isordil 5mg"
"Ecosprin 75"
"Ecosprin 150"
"Clopitab 75"
"Deplatt 75"
"Atorva 10"
"Atorva 20"
"Rosuvas 10"
"Rosuvas 20"
"Telma 40"
"Telma H"
"Telma AM"
"Cilaheart 10"
"Amlokind 5"
"Stamlo 5"
"Ciplar 40"
"Metxl 25"
"Metxl 50"
"Starpress XL 25"
"Concor 5"
"Nebistar 5"
"Lasix 40mg"
"Dytor 10mg"
"Aldactone 25"
"Glycomet 500"
"Glycomet SR 500"
"Glycomet GP 1"
"Glycomet GP 2"
"Galvus Met 50/500"
"Janumet 50/500"
"Teneligliptin 20"
"Istamet 50/500"
"Thyronorm 25"
"Thyronorm 50"
"Thyronorm 100"
"Eltroxin 50"
"Eltroxin 100"
"Dispo Van Syringe"
"BD Insulin Syringe"
"Accu-Chek Active Strips"
"OneTouch Select Strips"
"Dr Morepen Glucometer"
"Omron BP Monitor"
"Digital Thermometer"
"Vicks Thermometer"
"Hansaplast Bandage"
"Johnson BandAid"
"Dettol Plaster"
"Leukoplast Tape"
"Cotton Roll 500g"
"Gauze Swab"
"Surgical Spirit"
"Hydrogen Peroxide"
"Dettol Hand Wash"
"Lifebuoy Hand Wash"
"Savlon Hand Wash"
"Sterillium Rub"
"Dettol Sanitizer"
"Lifebuoy Sanitizer"
"Himalaya Sanitizer"
"Savlon Sanitizer"
"Betadine Ointment"
"Betadine Solution"
"Betadine Gargle"
"Wokadine Solution"
"Cipladine Ointment"
"Dettol Antiseptic"
"Savlon Liquid"
"Himalaya Antiseptic Cream"
"Boro Plus Antiseptic"
"Kailas Jeevan"
"Vicco Turmeric"
"Lipz Lip Balm"
"Nivea Lip Balm"
"Himalaya Lip Balm"
"Vicks Vaporub"
"Amrutanjan Strong"
"Tiger Balm"
"Axe Brand Oil"
"Zandu Ortho Vedic Oil"
"Dabur Lal Tail"
"Figaro Olive Oil"
"Johnsons Baby Oil"
"Himalaya Baby Oil"
"Sebamed Baby Wash"
"Tedibar Soap"
"Dove Baby Soap"
"Himalaya Baby Soap"
"Whisper Ultra"
"Stayfree Secure"
"Sofy Pads"
"V Wash Plus"
"Clean and Dry Wash"
"Everteen Wash"
"Intiwash"
"Pee Safe Spray"
"Volini Pain Relief Spray"
"Moov Pain Relief Spray"
"Relispray Nitron"
"Omnigel Spray"
"Prega News Kit"
"I-Can Test Kit"
"Velocit Kit"
"Unwanted 72"
"I-Pill Tablet"
"Manforce Condom"
"Durex Condom"
"Skore Condom"
"KamaSutra Condom"
"Moods Condom"
"Mask N95"
"Surgical Mask"
"Gloves Latex"
"Gloves Nitrile"
"Face Shield"
"Pulse Oximeter"
"Vaporizer Steamer"
